category,location,name,open_time,point,price
Buffet Lẩu Nướng Hàn Quốc,"Số 53 Triều Khúc, B14 Khu Biệt Thự Pandora, Q. Thanh Xuân",Wang Wang - Quán thịt nướng Hàn Quốc Triều Khúc,11h00 – 13h30 & 17h30 – 21h30,3.8,115.000 – 190.000đ/người
Gọi món Singapore,"Tầng 3, TTTM Vincom Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Q. Ba Đình",Holy Crab – Vincom Metropolis Liễu Giai ,10h00 - 22h00,4,250.000 – 500.000 đ/người
Gọi món Nhật Bản," TTTM Times City, T4-L1-07, 458 Minh Khai, P. Vĩnh Tuy, Q. Hai Bà Trưng",Tokyo Deli – Times City,11h00 – 21h30,4,160.000 - 250.000 đ/người
"Gọi món, Buffet Nướng Nhật Bản","Tầng 5, Vincom Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Q. Ba Đình",Aka House – Vincom Metropolis Liễu Giai,10h00 - 22h00,4,250.000 – 500.000 đ/người
Gọi món Việt,"  Số 2 BT16B5, đường Nguyễn Văn Lộc, P. Mộ Lao, Q. Hà Đông ",Mái Ngói Xưa – Nguyễn Văn Lộc   ,10h00 – 22h00,3.9,150.000 – 300.000 đ/người
Gọi món Mỹ,"Số 8 Tràng Thi, P. Hàng Trống, Q. Hoàn Kiếm",Cowboy Jack’s American Dining – Tràng Thi ,10h30 – 21h30,3.8,200.000 - 250.000 vnđ/người
Buffet lẩu băng chuyền,"Số 1A Tăng Bạt Hổ, P. Phạm Đình Hổ, Q. Hai Bà Trưng",Lẩu Băng Chuyền Kichi-Kichi - Tăng Bạt Hổ,11h00 – 14h00 & 17h00 – 21h30,3.9,230.000 - 280.000 đ/người
Gọi món Việt,"Số 8 Ngõ Hàng Bột, Q. Đống Đa",Phủi Quán - Ngõ Hàng Bột,10h30 -13h30	 và 17h30- 21h45,3.6,150.000 - 250.000 vnđ/người
Chuyên lẩu cháo,"Số 6 Thụy Khuê, Q. Tây Hồ",Lẩu Cháo Hòa Hương - Thụy Khuê,10h30 - 13h30 & 17h30 - 20h30,3.5,200.000 - 350.000 đ/người
Gọi món Việt,"86 Hoàng Ngân, Q. Cầu Giấy",Độc Quán - Hoàng Ngân,9h00 - 23h00,3.5,150.000 – 200.000 đ/người
"Gọi món Á, Âu","Số 42 Phạm Huy Thông, Q. Ba Đình",Chiêng - Phạm Huy Thông,10h30 - 13h30 & 17h30 - 20h30,3.5,250.000 - 300.000 đ/người
Gọi món Nhật Bản,"15 Tô Hiến Thành, Q. Hai Bà Trưng",Wabi Sabi Vườn Nhật - Tô Hiến Thành ,T2 - T6: 10h30 - 13h30 & 17h00 - 21h30,3.5,400.000 - 500.000 đ/người
"Gọi món Âu, Á","240 Hoàng Ngân, Q. Cầu Giấy",Al Fresco’s - Hoàng Ngân,11h00 - 21h00,4.2,150.000 - 250.000 đ/người
Gọi món Nướng Lẩu,"116 Hoàng Ngân, Q. Cầu Giấy",Chen – Hoàng Ngân,10h30 -14h00 và 17h30 - 22h00,4.1,270.000 - 300.000 đ/người
"Gọi món Âu, Á","108 K1 Láng Hạ, Q. Ba Đình",Al Fresco’s - Láng Hạ,11h00 - 21h00,4.2,200.000 - 250.000 đ/người
Buffet nướng lẩu Thái Lan,"TTTM MIPEC Long Biên L5-07-08, P. Ngọc Lâm , Q. Long Biên",Thái BBQ - Mipec Long Biên,11h00 – 14h00 và 18h00 – 21h30,3.8,250.000 - 300.000 đ/người
"Buffet, gọi món nướng lẩu Thái Lan","TTTM Royal City, B2-R6-34-35 - 72 Nguyễn Trãi, Q. Thanh Xuân",Asia Snack - Thai Restaurant - Royal City,09h00 – 21h30,3.8,160.000 – 200.000 đ/người
Beer - Club,"289A Khuất Duy Tiến, T1, Khu D Vinaconex, Q. Cầu Giấy",911 Beer Club - Khuất Duy Tiến,10h00 – 22h00,3.5,150.000 – 250.000 đ/người
Gọi món Nhật Bản,"288 Bà Triệu, Q. Hai Bà Trưng",Asahi Sushi - Bà Triệu,10h30 - 21h30		,4.2,500.000 – 1.000.000 đ/người
Buffet nướng lẩu Hàn Quốc,"CT 2A-B Lê Đức Thọ, Tầng 1, Q. Từ Liêm",Buk Buk - Lê Đức Thọ,10h00 - 22h00,3.6,150.000 - 250.000 đ/người
Gọi món Á,"46 Phan Bội Châu , Q. Hoàn Kiếm",Sentosa - Phan Bội Châu ,11h00 - 21h00,3.8,180.000 - 230.000 đ/người
Gọi món Việt,"60 Tô Hiến Thành, Q. Hai Bà Trưng ",Quán Xưa - Tô Hiến Thành ,10h00 - 13h00 & 17h30 - 21h45,3.7,150.000 - 200.000 đ/người
Gọi món Việt,"81 Nguyễn Khang, Q. Cầu Giấy",Khang Viên Quán - Nguyễn Khang ,10h00-14h00 & 17h00-22h00,3.5,200.000 – 300.000 đ/người
Gọi món chay,"Số 20 Ngõ 113, Phố Hoàng Cầu, P. Ô Chợ Dừa, Q. Đống Đa",Cơm Chay An Phúc - Hoàng Cầu,11h00 – 14h00; 18h00 – 21h00,3.2,80.000 - 120.000 đ/người
"Buffet & Gọi món Á, Âu","66 Lê Văn Lương, P. Trung Hòa, Q. Thanh Xuân",Buffet Sen Xanh - Lê Văn Lương ,11h00 - 13h00 & 18h00 - 20h00,3.8,250.000 - 350.000 đ/người
Buffet nướng lẩu Thái Lan,"27 Lê Văn Lương, Tầng 5, CC Center Point, Q. Thanh Xuân",Thái BBQ - Hà Nội Center Point ,11h00 – 14h00 và 18h00 – 21h30,3.8,250.000 - 300.000 đ/người
Gọi món Huế,"33 Nguyễn Chí Thanh, Q. Đống Đa",Nét Huế - Nguyễn Chí Thanh,08h00 - 21h30 ,3.5,50.000 - 150.000 đ/người
Chuyên món chả cá,"29 Nguyễn Chí Thanh, Q. Ba Đình",Chả Cá Vọng Ngư - Nguyễn Chí Thanh ,10h30 - 14h00 ; 16h30 - 21h00,3.5,100.000 – 130.000 đ/người
Gọi món Âu,"Số 124 Hoàng Văn Thái, Q. Thanh Xuân",MAPA Cafe & Restaurant - Hoàng Văn Thái,17h00 - 21h30,3.5,200.000 - 500.000 đ/người
Gọi món Việt,"Số 26, Ngõ 254, Đường Bưởi, Ba Đình",Độc Quán - Đường Bưởi,09h30 – 14h30 ; 16h00 – 23h00,3.8,150.000 - 250.000 vnđ/người
Buffet chay,"Số 261 Xã Đàn, Q. Đống Đa",Buffet Chay Hương Thiền - Xã Đàn,11h00 - 13h30 & 18h00 - 21h00,3.7,100.000 - 150.000 đ/người
Gọi món Lào,"Big C Thăng Long, Tầng 1, 222 Trần Duy Hưng, Q. Cầu Giấy",Khao Lao - BigC Thăng Long ,10h30 - 14h00 & 17h00 - 21h00,3.9,200.000 - 250.000 vnđ/người
"Buffet nướng, lẩu","TTTM Times City, Số 15, Đường 3, Tầng B1, 458 Minh Khai",Dedi Deli Seafood BBQ & Hot Pot Buffet - Times City,10h30 – 13h30 và 17h30 – 21h30,3.8,200.000 – 300.000 đ/người
Buffet nướng lẩu Châu Á,"TTTM Times City, D3-22A, 458 Đường Minh Khai, Q. Hai Bà Trưng",Sakaku BBQ - Times City ,10h00 – 22h00,3.5,200.000 – 300.000 đ/người
"Gọi món, buffet nướng lẩu Hàn Quốc","Số 43 Ô Chợ Dừa, Q. Đống Đa",Yukssam BBQ - Ô Chợ Dừa,11h00 – 14h00; 17h30 – 21h30,3.8,250.000 - 350.000 đ/người
Gọi món Nhật Bản,"Số 50 Đào Tấn, Q. Ba Đình",Hashiya – Đào Tấn,11h00 – 14h00 và 18h00 – 22h00,3.9,300.000 – 600.000 đ/người
Gọi món Việt (Đặc sản núi rừng),"Số 18 Liền kề 23, KĐT Văn Khê, Q. Hà Đông",Nhà hàng Quán Họ Hứa,09h00 - 14h00 và 17h00 - 22h00,3.7,150.000 – 500.000 đ/người
"Buffet Dimsum & Lẩu Hongkong, Gọi món Lẩu Hơi","Số 173 Xuân Thuỷ (Đằng sau Điện máy Pico), Q. Cầu Giấy",Linh Nhạn Restaurant – Xuân Thủy,10h00 - 15h00 và 17h00 - 22h00,3.8,200.000 – 300.000 đ/người
"Gọi món, buffet nướng lẩu Hàn Quốc ","Gian số 5, đường 9 (cạnh Thuỷ Cung), TTTM Times City, Q. Hai Bà Trưng",K-Pub - Times City,11h00 - 13h30	và 17h00 - 21h30,3.8,150.000 - 250.000 vnđ/người
Gọi món miền Trung,"Số 2B Ngõ Tràng Tiền, Q. Hoàn Kiếm",Vị Quảng – Tràng Tiền,10h30 -14h00 & 17h00 - 21h00,3.5,150.000 - 180.000 đ/người
"Gọi món Á, Âu (Chuyên bia thủ công)","Số 99 Lê Duẩn, P. Cửa Nam, Q. Đống Đa",iBiero Craft Beer Station  – Lê Duẩn,10h00 - 21h30,3.7,250.000 – 500.000 đ/người
Buffet nướng lẩu Thái Lan,"TTTM Times City, Số 7, Đường 9, Minh Khai, Q. Hai Bà Trưng",Thái BBQ - Times City,11h00 – 14h00 và 18h00 – 21h30,4,250.000 - 300.000 đ/người
"Buffet Á, Âu","Khách sạn Crowne Plaza West Hà Nội, Số 36 Lê Đức Thọ, Q. Nam Từ Liêm", Lackah - Crowne Plaza West Hà Nội,11h30 - 14h00 và 18h00 - 22h00,4,400.000 – 800.000 đ/người
Chuyên hải sản tươi sống,"Số 24 liền kề 6C, Đường Nguyễn Văn Lộc, Q. Hà Đông",Hải Sản Gia Đình - Nguyễn Văn Lộc,10h30 – 14h00 và 18h00 – 22h00,3.5,150.000 – 200.000 đ/người
"Gọi món, Buffet Lẩu Thái","KĐT HD Mon City, Số 2 Lô TT01,  Ngõ 4  Hàm Nghi, P. Mỹ Đình 2, Q. Nam Từ Liêm",Thai Deli - Buffet Lẩu Thái - Hàm Nghi,17h30 - 21h00,3.8,120.000 - 160.000 đ/người
"Gọi món Á, Âu","Số 144 Phó Đức Chính, Q. Ba Đình",Sồi Đỏ Pizza & Pasta – Phó Đức Chính ,09h00 – 22h00,3.6,150.000 – 250.000 đ/người
Gọi món Nhật Bản,"Số 34G Trần Phú, Q. Ba Đình",Wa Japanese Cuisine – Trần Phú,11h00 – 14h00 & 17h00 – 22h00,4,400.000 – 500.000 đ/người
"Gọi món, Buffet nướng lẩu Nhật Bản","TTTM Center Point, Tầng 5, Số 27 Lê Văn Lương, Q. Thanh Xuân",Yaki Nabesu - Lê Văn Lương,10h00 – 14h30 và 17h30 – 21h30,3.5,150.000 - 200.000 đ/người
Gọi món Tây Bắc,"5 Hàng Tre, Q. Hoàn Kiếm",Highway4 - Hàng Tre,10h00 – 23h00,3.5,150.000 - 250.000 đ/người
"Gọi món, Buffet nướng lẩu Hàn Quốc","HH3C KĐT Linh Đàm, Sảnh T1, P. Hoàng Liệt, Q. Hoàng Mai",Busan BBQ Korea – Linh Đàm,11h00 - 13h30 & 17h30 - 21h30,3.3,200.000 – 250.000 đ/người
"Gọi món lẩu hơi, Món chay","Số 23C Nguyễn Đình Chiểu, P. Nguyễn Du, Q. Hai Bà Trưng",Umai Steam - Nguyễn Đình Chiểu,10h00 – 22h30,3.5,180.000 - 250.000 đ/người
Gọi món Nhật,"Số 12 ngõ 9 Đào Tấn, Q. Ba Đình",Fukurai - Đào Tấn,10h00 – 14h00 & 17h00 – 22h00,3.5,400.000 – 500.000 đ/người
Gọi món Việt (Chuyên hải sản),"Số 8 Quang Trung, P. Quang Trung, Q. Hà Đông",Thế Giới Bia KUN - Quang Trung ,10h30 – 21h30,3.9,100.000 - 180.000 đ/người
Gọi món Nhật Bản,"Tầng M -  Khách sạn Candle Hotel 287-301 Đội Cấn, Q. Ba Đình",Lotus - Khách sạn Candle – Đội Cấn ,11h00 - 13h30 & 17h30 - 21h30,4,350.000 - 450.000 đ/người
Gọi món Việt,"Số 19 Nguyễn Văn Huyên, P. Dịch vọng, Q. Cầu Giấy",Quán Nhậu Tự Do – Nguyễn Văn Huyên ,10h30 – 22h30,3.5,150.000 - 250.000 đ/người
Gọi món Tây Bắc,"Số 575 Kim Mã, P. Ngọc Khánh, Q. Ba Đình",Highway4 - Kim Mã,10h00 – 23h00,3.5,150.000 - 250.000 đ/người
Gọi món Việt,"Số 6 phố Tràng Tiền, P. Tràng Tiền, Q. Hoàn Kiếm",Trúc Viên - Tràng Tiền,10h00 – 22h00,3.5,200.000 - 300.000 đ/người
Gọi món Á,"Số 68 Lê Văn Thiêm, P. Nhân Chính, Q. Thanh Xuân",Komhome – Lê Văn Thiêm ,10h00 - 22h00,3.5,60.000 - 150.000 đ/người
Buffet nướng lẩu,"Ki ốt số 1, KTX Trường Cao Đẳng Múa, Q. Cầu Giấy",YoGoGi – Quán lẩu nướng Hàn Quốc – Mai Dịch,11h00 – 02h00 sáng hôm sau,3.5,130.000  – 220.000 đ/người
Gọi Món Việt,"Số 31, Phố Hàng Vôi, Q. Hoàn Kiếm",Xuân Viên – Hàng Vôi ,09h00 -23h00,3.5,50.000  – 500.000 đ/người
Gọi món Việt,"Số 1, Ngõ 84 Trần Thái Tông, Q. Cầu Giấy",DZO Quán - 1/84 Trần Thái Tông,09h00 – 21h00,3.3,120.000 - 150.000 đ/người
Gọi món Việt ,"Số 15 Lý Thường Kiệt, P. Phan Chu Trinh, Q. Hoàn Kiếm",Ầu Ơ – Vietnam Kitchen – Lý Thường Kiệt ,10h30 – 14h00 & 17h00 – 22h00,4,350.000 – 550.000 đ/người
Chuyên món Bạch Tuộc,"TTTM Aeon Mall Long Biên, Tầng 3, Lô T312-1, 27 Cổ Linh, Q. Long Biên",Octopus King - Aeon Mall Long Biên ,10h00 - 22h00,3.8,200.000 - 400.000 đ/người
"Gọi món Âu, Á","Tầng M, Số 165 Thái Hà, P. Láng Hạ, Q. Đống Đa",Trixie Cafe&Lounge - Thái Hà ,18h00 - 23h30,3.8,150.000 - 250.000 đ/người
"Buffet lẩu, Gọi món Việt","Số 75 Đại Cồ Việt, P. Lê Đại Hành, Q. Hai Bà Trưng",Tên Lửa Restaurant - Đại Cồ Việt,10h30 -13h30 và 17h30 - 21h30,3.5,150.000 – 200.000 đ/người
"Gọi món, buffet nướng lẩu Nhật Bản","Số 716 Đường Bạch Đằng, P. Bạch Đằng, Q. Hai Bà Trưng,",Sunrise – BBQ & Hotpot – Bạch Đằng ,10h30 - 13h00 & 17h00 - 21h30,3.7,150.000  – 300.000 đ/người
Gọi món Việt,"Số 68 Thợ Nhuộm, P. Trần Hưng Đạo, Q. Hoàn Kiếm",Quán Nhậu Tự Do - Thợ Nhuộm,10h30 – 22h30,3.9,150.000 - 250.000 đ/người
Chuyên lẩu bò nhúng dấm,"Số 2B Lê Đại Hành, P. Phố Huế, Q. Hai Bà Trưng",Bò Ngon 555 - Lê Đại Hành ,10h30 - 13h30 & 17h30 - 21h00,3.6,150.000 – 170.000 đ/người.
"Buffet Lẩu, Cơm Chảo nóng","Số 64 Dương Khuê, P. Mỹ Đình 2, Q. Nam Từ Liêm",Donkin – Quán Cơm & Lẩu Nhật Bản – Dương Khuê ,11h00 – 13h30 & 17h30 – 21h30 ,3.8,50.000 – 150.000 đ/người
Gọi món Thái ,"Số 52B Nguyễn Chí Thanh, Q. Đống Đa",Gusto Thai - Nguyễn Chí Thanh,10h00 - 22h00 ,3.8,250.000 – 300.000đ/người
Gọi món Âu,"Số 27 Hàng Bông, P.Hàng Trống, Q. Hoàn Kiếm",Unique Dining Hanoi - 27 Hàng Bông,10h00 - 21h00,3.7,200.000 – 350.000 đ/người
Gọi món Á - Âu,"Tầng 3, Khách sạn Wyndham Garden Hanoi, Lô HH-01, Đường Tố Hữu, P. Vạn Phúc, Q. Hà Đông",Silk Garden - Tố Hữu,11h00 - 21h30,3.9,300.000 - 500.000 đ/người
Gọi món Việt,"Số 43, Ngõ 1 Lê Văn Thiêm, P. Nhân Chính, Q. Thanh Xuân",Emvoi - Lê Văn Thiêm,10h00 - 21h00,3,200.000 – 300.000 đ/người
Gọi món Việt,"Số 3 Nguyễn Bỉnh Khiêm, P. Nguyễn Du, Q. Hai Bà Trưng",Quán Nhậu Tự Do - Nguyễn Bỉnh Khiêm  ,10h30 – 22h30,3.9,150.000 - 250.000 đ/người
"Gọi món Việt, Âu","Số 82 Vũ Trọng Khánh, P. Mỗ Lao, Q. Hà Đông",Bếp Trang Restaurant - Vũ Trọng Khánh ,10h30 – 21h30,3.8,100.000 - 300.000 đ/người
Gọi món Hàn,"Tầng 2, Số 2 Hồ Tùng Mậu, Q. Cầu Giấy",King Dakgalbi - Hồ Tùng Mậu,10h00 - 13h30 & 16h00 - 21h30,3.5,100.000 - 150.000 đ/người
Gọi món Âu,"Tầng 1, Chung cư 125 Hoàng Ngân, P. Trung Hòa, Q. Cầu Giấy",The Barrel - Hoàng Ngân  ,10h30 – 22h00,3.9,200.000 – 300.000 đ/người
Gọi món Âu,"Tầng 2, Số 30 Phan Bội Châu, P. Cửa Nam, Q. Hoàn Kiếm",IL Privato - Phan Bội Châu,10h00 - 22h00,3.7,300.000 – 400.000 đ/người
"Buffet lẩu, Gọi món Việt (Chuyên lẩu)","Số 1, Ngõ 66B Triều Khúc, Q. Thanh Xuân",Lẩu Sơn Tùng - Triều Khúc,10h00 - 13h30 & 17h00 - 22h00,3.7,150.000 – 200.000 đ/người
Chuyên Lẩu Nấm,"Số 30 Bà Triệu, Q. Hà Đông",Lẩu Nấm Hoàng Gia - Hà Đông ,10h30 – 14h00 & 17h00 – 21h00,3.9,200.000 - 250.000 đ/người
Gọi món Hàn,"Số 2 Nguyễn Khang, Q. Cầu Giấy",King Dakgalbi - Nguyễn Khang,10h00 - 13h30 và 16h00 - 21h30,3.5,100.000 - 150.000 đ/người
Gọi món Việt,"Ngõ 20 Trần Kim Xuyến vào 300m , Số 16 – C2, Khu biệt thự 5,2ha, P. Yên Hoà, Q. Cầu Giấy (Cạnh bãi đỗ xe Thông minh và Trường quốc tế Global)","Kim Thuỷ – KBT 5,2 ha Yên Hòa",10h00 - 14h00 & 16h30 – 23h00,3.7,200.000 – 350.000 đ/người
"Gọi món, Buffet Lẩu Thái","115K1 Giảng Võ, Q. Ba Đình",Bangkok Thai Cuisine - Giảng Võ,11h00 – 13h30 & 17h00  - 21h30,3.7,100.000  -  200.000đ/người
"Buffet Hải Sản , Á – Âu (tự chọn)","Số 1 Phố Yên Hoa, Đường Thanh Niên, P. Yên Phụ, Q. Tây Hồ",Bay Seafood Buffet - Hồ Tây,11h00 - 13h00 & 18h00 – 20h00,4,338.000 - 386.000 đ/người
Chuyên Lẩu Bò Đà Lạt,"KĐT Việt Hưng, Đường Nguyễn Cao Luyện, Biệt thự C17 - BT7, Q. Long Biên",Via Dalat - Lẩu Bò Ba Toa - KĐT Việt Hưng,10h00 – 22h00,3.8,100.000 – 150.000 đ/người
Gọi món Âu,"Số 109 Trịnh Công Sơn, P. Nhật Tân, Q. Tây Hồ",L’Apero - Trịnh Công Sơn,10h00 -  21h00,3.7,150.000 – 250.000 đ/người
"Buffet, Gọi món Việt","Số 22 Ngõ 92 Nguyễn Khánh Toàn, Q. Cầu Giấy, Hà Nội",Lẩu Sơn Tùng - Nguyễn Khánh Toàn,10h00 – 21h30,3.7,150.000 – 200.000đ/người
Gọi món Tây Bắc,"Số 9 Lê Duẩn, P. Cửa Nam, Q. Đống Đa",Tùng Bản Quán - Lê Duẩn,17h00 – 3h00 sáng hôm sau,3.7,150.000 – 180.000 đ/người
Gọi món Âu - Á,"Tầng 1-9-10, Khách sạn Parosand, Số 537 Lạc Long Quân, P. Xuân La, Q. Tây Hồ",Parosand Sky Bar Restaurant  - Lạc Long Quân ,11h00 - 14h00 & 18h00 – 22h00,3.9,300.000 - 400.000 vnđ/người
Gọi món Việt,"Số 65 Hàm Long, P. Hàng Bài, Q. Hoàn Kiếm",Vạn Long - Hàm Long,10h30 – 21h00,3.7,300.000đ - 400.000đ /người
Gọi món Việt,"Số 8 Lê Đại Hành, P. Lê Đại Hành, Q. Hai Bà Trưng",Quán Nhậu Tự Do - Lê Đại Hành   ,10h30 – 22h30,3.9,150.000 - 250.000 đ/người
"Gọi món, Buffet nướng lẩu Hàn Quốc","Ô số 10, Dãy C, Lô TT3, KĐT mới Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai",Mr. Shin - Quán thịt nướng 5 cấp độ Linh Đàm,10h30 – 13h30 & 17h30 – 21h30,3.7,200.000đ – 300.000 đ/người
